LotFrontage,LotArea,Street,LotShape,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,YrSold,SimplOverallQual,SimplOverallCond,SimplPoolQC,SimplGarageCond,SimplGarageQual,SimplFireplaceQu,SimplFunctional,SimplKitchenQual,SimplHeatingQC,SimplBsmtFinType1,SimplBsmtFinType2,SimplBsmtCond,SimplBsmtQual,SimplExterCond,SimplExterQual,OverallGrade,GarageGrade,ExterGrade,KitchenScore,FireplaceScore,GarageScore,PoolScore,SimplOverallGrade,SimplExterGrade,SimplPoolScore,SimplGarageScore,SimplFireplaceScore,SimplKitchenScore,TotalBath,AllSF,AllFlrsSF,AllPorchSF,HasMasVnr,BoughtOffPlan,MSSubClass_SC120,MSSubClass_SC160,MSSubClass_SC180,MSSubClass_SC190,MSSubClass_SC20,MSSubClass_SC30,MSSubClass_SC40,MSSubClass_SC45,MSSubClass_SC50,MSSubClass_SC60,MSSubClass_SC70,MSSubClass_SC75,MSSubClass_SC80,MSSubClass_SC85,MSSubClass_SC90,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Alley_1,Alley_2,Alley_None,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_N,CentralAir_Y,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_No,GarageFinish_Fin,GarageFinish_No,GarageFinish_RFn,GarageFinish_Unf,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_No,MiscFeature_Gar2,MiscFeature_No,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,MoSold_Apr,MoSold_Aug,MoSold_Dec,MoSold_Feb,MoSold_Jan,MoSold_Jul,MoSold_Jun,MoSold_Mar,MoSold_May,MoSold_Nov,MoSold_Oct,MoSold_Sep,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
70,9.323758339,1.098612289,1.609437912,1.609437912,1.386294361,5,1.791759469,7.583756301,7.583756301,0,1.386294361,1.386294361,1.386294361,1.386294361,0,3,6.81014245,0.693147181,0,4.905274778,6.947937069,1.791759469,6.947937069,0,0,6.947937069,0.693147181,0,1,0,3,0.693147181,3,1.791759469,2.197224577,0,0,7.583756301,1,384,1.386294361,1.386294361,1.098612289,0,0,0,0,0,0,0,0,2008,2,1.098612289,0,0.693147181,0.693147181,0,1.609437912,1,1.098612289,0.693147181,0.693147181,0.693147181,1,0.693147181,0.693147181,25,2.302585093,2.302585093,1.386294361,0,1152,0,4,0.693147181,0,5.953243334,0,1,2,7.640603826,6.947937069,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
85,9.386392316,1.098612289,1.386294361,1.609437912,1.386294361,9,1.791759469,7.603897969,7.604396349,5.659482216,1.791759469,1.386294361,1.791759469,1.386294361,0,6,6.906754779,0.693147181,0,5.18178355,7.069874128,1.791759469,7.075808864,7.041411664,0,7.751475318,0.693147181,0,3,0,4,0.693147181,5,2.48490665,2.197224577,1.098612289,4,7.603897969,3,736,1.386294361,1.386294361,1.098612289,4.997212274,3.091042453,0,0,0,0,0,0,2006,3,1.098612289,0,0.693147181,0.693147181,2,1.609437912,2,1.098612289,1.098612289,0.693147181,0.693147181,2,0.693147181,1.098612289,45,2.302585093,2.772588722,1.791759469,2.197224577,2208,0,6,1.098612289,0,6.602587892,1.609437912,2,4,8.160518247,7.751475318,3.091042453,1,0.693147181,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,9.470317173,1.098612289,1.098612289,1.609437912,1.386294361,5,1.945910149,7.582229194,7.582229194,0,1.386294361,1.386294361,1.386294361,1.386294361,0,5,6.603943825,0.693147181,0,5.170483995,6.816735881,1.386294361,6.816735881,0,0,6.816735881,0.693147181,0,1,0,2,0.693147181,3,1.609437912,2.197224577,0,0,7.582229194,1,352,1.386294361,1.386294361,1.098612289,4.94875989,0,0,0,5.176149733,0,0,0,2008,2,1.098612289,0,0.693147181,0.693147181,0,1.609437912,1,0.693147181,1.098612289,0.693147181,0.693147181,1,0.693147181,0.693147181,30,2.302585093,2.302585093,1.386294361,0,1056,0,4,0.693147181,0,5.866468057,0,1,2,7.509335266,6.816735881,5.176149733,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
91,9.273596822,1.098612289,1.386294361,1.609437912,1.386294361,7,1.791759469,7.604396349,7.604894481,5.726847748,1.609437912,1.386294361,1.609437912,1.386294361,1.098612289,1,0,0.693147181,0,7.309881486,7.309881486,1.791759469,7.309881486,0,0,7.309881486,0,0,2,0,3,0.693147181,4,2.079441542,2.197224577,0.693147181,4,7.604396349,3,840,1.386294361,1.386294361,1.098612289,5.081404365,3.526360525,0,0,0,0,0,0,2007,3,1.098612289,0,0.693147181,0.693147181,2,1.609437912,2,1.098612289,0.693147181,0.693147181,0.693147181,2,0.693147181,1.098612289,35,2.302585093,2.564949357,1.609437912,1.609437912,2520,0,6,1.098612289,0,6.73459166,1.098612289,2,2,8.002694162,7.309881486,3.526360525,1,0.693147181,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,9.29844282,1.098612289,1.386294361,1.609437912,1.386294361,6,1.791759469,7.581209826,7.581209826,5.361292166,1.386294361,1.386294361,1.386294361,1.386294361,0,4,6.598509029,0.693147181,0,6.255750042,7.134093721,1.386294361,7.134093721,0,0,7.134093721,0.693147181,0,1,0.693147181,2,0.693147181,3,1.791759469,2.197224577,0.693147181,2,7.581209826,1,352,1.386294361,1.386294361,1.098612289,0,5.365976015,5.176149733,0,0,0,0,0,2008,2,1.098612289,0,0.693147181,0.693147181,1,1.609437912,1,0.693147181,1.098612289,0.693147181,0.693147181,1,0.693147181,0.693147181,30,2.302585093,2.302585093,1.386294361,1.098612289,1056,0,4,0.693147181,0,5.866468057,0.693147181,1,2.5,7.826842098,7.134093721,5.966146739,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
51,8.719480761,1.098612289,1.609437912,1.609437912,1.386294361,7,2.197224577,7.565275282,7.60190196,0,1.386294361,1.386294361,1.386294361,1.386294361,0,1,0,0.693147181,0,6.725033642,6.725033642,1.791759469,6.751101469,0,0,6.751101469,0,0,1,0,2,0.693147181,3,1.791759469,2.197224577,0,0,7.596894438,2,576,1.386294361,1.386294361,1.098612289,3.891820298,4.727387819,0,0,0,0,0,0,2007,3,1.386294361,0,0.693147181,0.693147181,0,1.609437912,1,1.098612289,0.693147181,0.693147181,0.693147181,1,0.693147181,0.693147181,56,2.302585093,2.302585093,1.386294361,0,1728,0,9,0.693147181,0,6.357842267,0,1,1,7.430707083,6.751101469,4.727387819,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,9.327412044,1.098612289,1.386294361,1.609437912,1.386294361,6,2.079441542,7.586296307,7.586296307,5.198497031,1.386294361,1.386294361,1.386294361,1.386294361,0,5,6.361302478,0.693147181,0,6.056784013,6.91274282,1.791759469,6.91274282,0,0,6.91274282,0.693147181,0,1,0,2,0.693147181,3,1.791759469,2.197224577,0.693147181,3,7.586296307,2,480,1.386294361,1.386294361,1.098612289,0,0,0,0,0,0,0,6.552507887,2010,2,1.386294361,0,0.693147181,0.693147181,1,1.609437912,1,1.098612289,1.098612289,0.693147181,0.693147181,1,0.693147181,0.693147181,42,2.302585093,2.302585093,1.386294361,1.386294361,1440,0,6,0.693147181,0,6.17586727,0.693147181,1,2,7.605392365,6.91274282,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
72,9.286560398,1.098612289,1.609437912,1.609437912,1.386294361,4,1.791759469,7.584773078,7.584773078,0,1.386294361,1.386294361,0,0,0,0,0,0,0,0,0,1.386294361,7.167809184,0,0,7.167809184,0,0,2,0,2,1.098612289,3,1.945910149,2.197224577,0,0,7.584773078,2,516,1.386294361,1.386294361,1.098612289,0,0,0,0,0,0,0,6.216606101,2006,2,1.098612289,0,0.693147181,0.693147181,0,1.609437912,1,0.693147181,0,0,0,0,0.693147181,0.693147181,20,2.302585093,2.302585093,1.945910149,0,1548,0,4,0.693147181,0,6.248042875,0,2,2,7.167809184,7.167809184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
66,9.524859098,1.098612289,1.609437912,1.609437912,1.386294361,5,1.791759469,7.60339934,7.60339934,0,1.386294361,1.386294361,1.386294361,1.386294361,0,6,6.472346295,0.693147181,0,6.150602768,7.016609684,1.791759469,7.016609684,0,0,7.016609684,0.693147181,0,1,0.693147181,3,0.693147181,4,1.945910149,2.197224577,0,0,7.60339934,2,576,1.386294361,1.386294361,1.098612289,0,4.634728988,0,0,0,0,0,0,2008,2,1.098612289,0,0.693147181,0.693147181,0,1.609437912,2,1.098612289,1.098612289,0.693147181,0.693147181,1,0.693147181,0.693147181,25,2.302585093,2.302585093,1.609437912,0,1728,0,4,0.693147181,0,6.357842267,0,2,2.5,7.709308333,7.016609684,4.634728988,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
70,8.930758736,1.098612289,1.609437912,1.609437912,1.386294361,5,1.945910149,7.580189418,7.583756301,0,1.386294361,1.386294361,1.386294361,1.386294361,0,2,6.224558429,0.693147181,0,6.265301213,6.937314081,1.386294361,7.200424893,0,0,7.200424893,0,0,1,0,3,0.693147181,3,1.945910149,2.079441542,0,0,7.580189418,1,294,1.386294361,1.386294361,1.098612289,0,0,0,0,0,0,0,0,2009,2,1.098612289,0,0.693147181,0.693147181,0,1.386294361,1,0.693147181,0.693147181,0.693147181,0.693147181,1,0.693147181,0.693147181,30,2.302585093,2.302585093,1.386294361,0,882,0,4,0.693147181,0,5.686975356,0,1,1,7.770223204,7.200424893,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
101,9.56212337,1.098612289,1.386294361,1.609437912,1.386294361,8,1.791759469,7.603897969,7.604396349,5.942799375,1.609437912,1.386294361,1.791759469,1.386294361,1.098612289,1,0,0.693147181,0,7.055312843,7.055312843,1.791759469,7.055312843,7.105786129,0,7.773594467,0,0,3,0.693147181,4,0.693147181,4,2.302585093,2.197224577,0.693147181,4,7.603897969,3,853,1.386294361,1.386294361,1.098612289,5.484796933,5.043425117,0,0,0,0,0,0,2006,3,1.098612289,0,0.693147181,0.693147181,2,1.609437912,2,1.098612289,0.693147181,0.693147181,0.693147181,2,0.693147181,1.098612289,40,2.302585093,2.564949357,1.609437912,1.609437912,2559,0,6,1.098612289,0,6.749931194,1.098612289,2,3.5,8.170468578,7.773594467,5.043425117,1,0.693147181,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
57,8.915969311,1.098612289,1.609437912,1.609437912,1.386294361,7,2.079441542,7.565793282,7.576097341,0,1.386294361,1.386294361,1.386294361,1.386294361,0,1,0,0.693147181,0,6.458338283,6.458338283,1.791759469,7.011213987,0,0,7.011213987,0,0,1,0,3,0.693147181,4,1.945910149,2.197224577,0.693147181,4,7.565793282,1,280,1.386294361,1.386294361,0,0,0,5.327876169,0,0,0,0,0,2007,3,1.386294361,0,0.693147181,0.693147181,2,1.609437912,2,1.098612289,0.693147181,0.693147181,0.693147181,1,0.693147181,0.693147181,49,2.302585093,2.302585093,1.609437912,1.609437912,840,0,9,0.693147181,0,5.638354669,1.098612289,2,1,7.465082736,7.011213987,5.327876169,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
75,9.184304357,1.098612289,1.609437912,1.609437912,1.386294361,8,1.791759469,7.602401336,7.602401336,5.641907071,1.609437912,1.386294361,1.609437912,1.386294361,0,1,0,0.693147181,0,7.483244416,7.483244416,1.791759469,7.493317249,0,0,7.493317249,0,0,2,0,3,0.693147181,4,2.079441542,2.197224577,0.693147181,4,7.602401336,2,534,1.386294361,1.386294361,1.098612289,5.147494477,5.075173815,0,0,0,0,0,0,2008,3,1.098612289,0,0.693147181,0.693147181,2,1.609437912,2,1.098612289,0.693147181,0.693147181,0.693147181,2,0.693147181,1.098612289,40,2.302585093,2.564949357,1.609437912,1.609437912,1602,0,6,1.098612289,0,6.282266747,1.098612289,2,2,8.181160858,7.493317249,5.075173815,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
44,8.34877454,1.098612289,1.609437912,1.609437912,1.386294361,5,2.079441542,7.589335823,7.589335823,0,1.386294361,1.386294361,1.609437912,1.386294361,0,6,6.73459166,0.693147181,0,5.303304908,6.947937069,1.386294361,6.966967139,0,0,6.966967139,0.693147181,0,1,0,3,0.693147181,3,1.945910149,2.197224577,0.693147181,3,7.589335823,2,572,1.386294361,1.386294361,1.098612289,4.615120517,4.709530201,0,0,0,0,0,0,2007,2,1.386294361,0,0.693147181,0.693147181,1,1.609437912,1,0.693147181,1.098612289,0.693147181,0.693147181,2,0.693147181,0.693147181,35,2.302585093,2.302585093,1.386294361,1.386294361,1716,0,6,0.693147181,0,6.350885717,0.693147181,1,2,7.650168701,6.966967139,4.709530201,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
